"dataset","instance","Time","d_cpdag","SHD","SHDs","TPR","FPR"
"4insuranceSmall",1,0.00142645835876465,8,1,1,0.96,0
"4insuranceSmall",2,0.00144839286804199,8,1,1,0.96,0
"4insuranceSmall",3,0.00168991088867188,10,2,2,0.96,0.005
"4insuranceSmall",4,0.00142145156860352,8,1,1,0.96,0
"4insuranceSmall",5,0.00173616409301758,11,4,4,0.96,0.015
"4insuranceSmall",6,0.00171995162963867,12,3,3,0.96,0.01
"4insuranceSmall",7,0.0014336109161377,11,3,3,0.96,0.01
"4insuranceSmall",8,0.00145268440246582,8,1,1,0.96,0
"4insuranceSmall",9,0.00169181823730469,8,1,1,0.96,0
"4insuranceSmall",10,0.00141692161560059,10,2,2,0.96,0.005
"5rain",1,0.00144362449645996,2,1,1,0.944444444444444,0
"5rain",2,0.00161170959472656,2,1,1,0.944444444444444,0
"5rain",3,0.00130200386047363,5,2,2,0.944444444444444,0.00561797752808989
"5rain",4,0.00151276588439941,2,1,1,0.944444444444444,0
"5rain",5,0.00201535224914551,2,1,1,0.944444444444444,0
"5rain",6,0.00132369995117188,2,1,1,0.944444444444444,0
"5rain",7,0.00194191932678223,2,1,1,0.944444444444444,0
"5rain",8,0.00142526626586914,2,1,1,0.944444444444444,0
"5rain",9,0.00164318084716797,2,1,1,0.944444444444444,0
"5rain",10,0.00139904022216797,2,1,1,0.944444444444444,0
"6cloud",1,0.00163650512695312,4,2,2,0.947368421052632,0.00421940928270042
"6cloud",2,0.0016779899597168,2,1,1,0.947368421052632,0
"6cloud",3,0.00161027908325195,3,2,2,0.947368421052632,0.00421940928270042
"6cloud",4,0.00167346000671387,2,1,1,0.947368421052632,0
"6cloud",5,0.00172114372253418,5,2,2,0.947368421052632,0.00421940928270042
"6cloud",6,0.00167393684387207,3,2,2,0.947368421052632,0.00421940928270042
"6cloud",7,0.00161004066467285,5,3,3,0.947368421052632,0.00843881856540084
"6cloud",8,0.00163793563842773,2,1,1,0.947368421052632,0
"6cloud",9,0.00160694122314453,2,1,1,0.947368421052632,0
"6cloud",10,0.00156927108764648,2,1,1,0.947368421052632,0
"7funnel",1,0.00220036506652832,4,2,2,0.944444444444444,0.00326797385620915
"7funnel",2,0.0018928050994873,7,4,4,0.944444444444444,0.00980392156862745
"7funnel",3,0.00224876403808594,2,1,1,0.944444444444444,0
"7funnel",4,0.00186467170715332,2,1,1,0.944444444444444,0
"7funnel",5,0.00269556045532227,2,1,1,0.944444444444444,0
"7funnel",6,0.00215864181518555,2,1,1,0.944444444444444,0
"7funnel",7,0.00249147415161133,3,2,2,0.944444444444444,0.00326797385620915
"7funnel",8,0.00183773040771484,4,2,2,0.944444444444444,0.00326797385620915
"7funnel",9,0.00182819366455078,2,1,1,0.944444444444444,0
"7funnel",10,0.00221729278564453,2,1,1,0.944444444444444,0
"8galaxy",1,0.00253009796142578,1,1,1,0.954545454545455,0
"8galaxy",2,0.00262117385864258,1,1,1,0.954545454545455,0
"8galaxy",3,0.0021977424621582,1,1,1,0.954545454545455,0
"8galaxy",4,0.00221395492553711,2,2,2,0.954545454545455,0.00264550264550265
"8galaxy",5,0.00212407112121582,2,2,2,0.954545454545455,0.00264550264550265
"8galaxy",6,0.00234556198120117,1,1,1,0.954545454545455,0
"8galaxy",7,0.00258684158325195,1,1,1,0.954545454545455,0
"8galaxy",8,0.00209712982177734,1,1,1,0.954545454545455,0
"8galaxy",9,0.00220441818237305,1,1,1,0.954545454545455,0
"8galaxy",10,0.00209665298461914,3,3,3,0.954545454545455,0.00529100529100529
"9insurance",1,0.00323390960693359,10,2,2,0.980769230769231,0.00147710487444609
"9insurance",2,0.00337958335876465,11,2,2,0.980769230769231,0.00147710487444609
"9insurance",3,0.00317192077636719,11,3,3,0.980769230769231,0.00295420974889217
"9insurance",4,0.0035552978515625,14,6,6,0.980769230769231,0.00738552437223043
"9insurance",5,0.00344395637512207,12,4,4,0.980769230769231,0.00443131462333826
"9insurance",6,0.00398969650268555,11,2,2,0.980769230769231,0.00147710487444609
"9insurance",7,0.00305914878845215,10,2,2,0.980769230769231,0.00147710487444609
"9insurance",8,0.00310468673706055,17,5,5,0.980769230769231,0.00590841949778434
"9insurance",9,0.00333929061889648,12,3,3,0.980769230769231,0.00295420974889217
"9insurance",10,0.00394988059997559,18,6,6,0.980769230769231,0.00738552437223043
"10factors",1,0.00383162498474121,11,3,3,0.985294117647059,0.00302571860816944
"10factors",2,0.00385117530822754,8,1,1,0.985294117647059,0
"10factors",3,0.00320768356323242,11,2,2,0.985294117647059,0.00151285930408472
"10factors",4,0.00311422348022461,8,1,1,0.985294117647059,0
"10factors",5,0.00308060646057129,8,1,1,0.985294117647059,0
"10factors",6,0.00317668914794922,10,2,2,0.985294117647059,0.00151285930408472
"10factors",7,0.00360774993896484,8,1,1,0.985294117647059,0
"10factors",8,0.003387451171875,8,1,1,0.985294117647059,0
"10factors",9,0.00337672233581543,12,3,3,0.985294117647059,0.00302571860816944
"10factors",10,0.0031578540802002,12,3,3,0.985294117647059,0.00302571860816944
"11hfinder",1,0.0148923397064209,4,4,4,0.984848484848485,0.000977198697068404
"11hfinder",2,0.0600686073303223,4,3,3,0.984848484848485,0.000651465798045603
"11hfinder",3,0.0156872272491455,4,4,4,0.984848484848485,0.000977198697068404
"11hfinder",4,0.0183677673339844,8,6,6,0.984848484848485,0.00162866449511401
"11hfinder",5,0.0170388221740723,1,1,1,0.984848484848485,0
"11hfinder",6,0.032872200012207,6,4,4,0.984848484848485,0.000977198697068404
"11hfinder",7,0.0154087543487549,1,1,1,0.984848484848485,0
"11hfinder",8,0.0361695289611816,4,4,4,0.984848484848485,0.000977198697068404
"11hfinder",9,0.0153148174285889,4,3,3,0.984848484848485,0.000651465798045603
"11hfinder",10,0.018226146697998,4,4,4,0.984848484848485,0.000977198697068404
"12hepar",1,0.0322139263153076,13,11,11,0.983739837398374,0.00188402763240528
"12hepar",2,0.0568485260009766,19,18,18,0.991869918699187,0.00355871886120996
